EmployeeID,AttritionProbability,RiskLevel,TopRiskFactors,RecommendedRetentionAction
885,0.4033,Medium,Satisfaction Composite Score; Work Life Balance; Stock Option Level,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
887,0.0491,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
888,0.0481,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
889,0.2428,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
893,0.0969,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
894,0.0206,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
895,0.0803,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
896,0.6892,Medium,Burnout Risk Index; Num Companies Worked; Age,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
897,0.2105,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
899,0.3316,Medium,Stock Option Level; Relationship Satisfaction; Years Since Last Promotion,Conduct career development roadmap meeting; define clear progression milestones and promotion timeline.
900,0.194,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
901,0.0604,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
902,0.0999,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
903,0.1724,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
904,0.5065,Medium,Stock Option Level; Environment Satisfaction; Department Research & Development,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
905,0.0634,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
909,0.1184,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
910,0.4881,Medium,Work Life Balance; Monthly Income; Age,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
911,0.9594,High,Burnout Risk Index; Total Working Years; Stock Option Level,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
912,0.2648,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
913,0.6069,Medium,Burnout Risk Index; Stock Option Level; Overtime Risk Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
916,0.1979,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
918,0.965,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
920,0.4496,Medium,Work Life Balance; Manager Stability Score; Satisfaction Composite Score,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
922,0.7203,High,Monthly Income; Total Working Years; Stock Option Level,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
923,0.6451,Medium,Manager Stability Score; Stock Option Level; Total Working Years,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
924,0.0998,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
925,0.7293,High,Burnout Risk Index; Stock Option Level; Relationship Satisfaction,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
926,0.7165,High,Work Life Balance; Satisfaction Composite Score; Relationship Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
927,0.8915,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
930,0.1215,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
932,0.9355,High,Burnout Risk Index; Num Companies Worked; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
933,0.4142,Medium,Manager Stability Score; Total Working Years; Stock Option Level,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
934,0.6353,Medium,Manager Stability Score; Monthly Income; Total Working Years,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
936,0.2793,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
939,0.6468,Medium,Burnout Risk Index; Stock Option Level; Satisfaction Composite Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
940,0.098,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
941,0.3111,Medium,Work Life Balance; Monthly Income; Department Research & Development,Initiate off-cycle compensation review to align with market benchmarks; consider retention bonus.
942,0.1886,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
944,0.285,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
945,0.0871,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
947,0.1288,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
949,0.0257,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
950,0.0187,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
951,0.1047,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
952,0.95,High,Burnout Risk Index; Manager Stability Score; Monthly Income,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
954,0.6385,Medium,Manager Stability Score; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
956,0.4084,Medium,Satisfaction Composite Score; Stock Option Level; Department Research & Development,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
957,0.2123,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
958,0.0428,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
959,0.9653,High,Work Life Balance; Manager Stability Score; Total Working Years,Facilitate skip-level leadership check-in; pair employee with a senior mentor outside direct line of command.
960,0.8841,High,Manager Stability Score; Satisfaction Composite Score; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
961,0.2087,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
964,0.3027,Medium,Burnout Risk Index; Num Companies Worked; Manager Stability Score,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
966,0.1167,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
967,0.6283,Medium,Burnout Risk Index; Relationship Satisfaction; Years Since Last Promotion,"Implement immediate overtime cap, distribute workload, and schedule mandatory wellness recovery days."
969,0.0817,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
970,0.8274,High,Num Companies Worked; Stock Option Level; Environment Satisfaction,Conduct structured stay-interview; evaluate department culture fit or potential lateral transfer.
972,0.0248,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
974,0.2527,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
975,0.2042,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
976,0.0231,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
977,0.0998,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
981,0.1439,Low,None (Low Attrition Risk),Maintain standard career engagement and annual performance reviews.
